antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
frozenset({'Tea 500g'}),frozenset({'Wheat Flour 5kg'}),0.12966666666666668,0.13166666666666665,0.02033333333333333,0.1568123393316195,1.1909797923920469,1.0,0.0032605555555555547,1.0298221544715447,0.18424571955974406,0.08437067773167359,0.028958548174609806,0.15562135953922746
frozenset({'Wheat Flour 5kg'}),frozenset({'Tea 500g'}),0.13166666666666665,0.12966666666666668,0.02033333333333333,0.15443037974683543,1.1909797923920469,1.0,0.0032605555555555547,1.0292864271457085,0.18467008590038067,0.08437067773167359,0.0284531364383402,0.15562135953922746
